ASIN;SKU;OTTOKOD;DETAY;DESİ-KG;;INVOICE ÜRÜN BEDELİ;US FEDEX KARGO ÜCRETİ;FEDEX İŞLEM ÜCRETİ;DUTY OTAN;DUTY;VERGİ ORANI;VERGİ
B07V28GD7B;OT-GeLetPenCase-Fat-Brown1;6052-Kahverengi;Tombik Kalemlik;0,5;;1,23;9,27;1,12;14,5;0,18;15,0;0,18
B07V4DFL51;OT-GeLetPenCase-Fat-Blue1;6052-Mavi;Tombik Kalemlik;0,5;;1,23;9,27;1,12;14,5;0,18;15,0;0,18
B07V28GKLG;OT-GeLetPenCase-Fat-Mink1;6052-Vizon;Tombik Kalemlik;0,5;;1,23;9,27;1,12;14,5;0,18;15,0;0,18
B07V6GSWGN;OT-GeLetPenCase-Fat-Camel1;6053-Camel;Tombik Kalemlik;0,5;;1,23;9,27;1,12;14,5;0,18;15,0;0,18
B07V6HPQMY;OT-GeLetPenCase-Fat-Red1;6053-Kırmızı;Tombik Kalemlik;0,5;;1,23;9,27;1,12;14,5;0,18;15,0;0,18
B07V28FPZ4;OT-GeLetPenCase-Fat-Olive1;6053-Oliv;Tombik Kalemlik;0,5;;1,23;9,27;1,12;14,5;0,18;15,0;0,18
B07VCTNB7X;OT-GeLetPenCase-Fat-Cinnamon1;6053-Taba;Tombik Kalemlik;0,5;;1,23;9,27;1,12;14,5;0,18;15,0;0,18
B07T9FYH6B;ZSTK-LeatherCardHolder-Camel;6054-Camel;Hafıza Kartlık -Tiger Deri;0,5;;1,02;9,27;1,12;10;0,10;15,0;0,15
B07TCJ5XHY;ZSTK-LeatherCardHolder-Red;6054-Kırmızı;Hafıza Kartlık -Tiger Deri;0,5;;1,02;9,27;1,12;10;0,10;15,0;0,15
B07TFH837P;ZSTK-LeatherCardHolder-Green;6054-Oliv;Hafıza Kartlık -Tiger Deri;0,5;;1,02;9,27;1,12;10;0,10;15,0;0,15
B07TFH3NFP;ZSTK-LeatherCardHolder-Cinnamon;6054-Taba;Hafıza Kartlık -Tiger Deri;0,5;;1,02;9,27;1,12;10;0,10;15,0;0,15
B07T8BL9BF;ZSTK-LeatherCardHolder-Brown;6056-Kahverengi;Hafıza Kartlık-Soho;0,5;;1,02;9,27;1,12;10;0,10;15,0;0,15
B07TCJ5KVP;ZSTK-LeatherCardHolder-Blue;6056-Mavi;Hafıza Kartlık;0,5;;1,02;9,27;1,12;10;0,10;15,0;0,15
B07TCJ7W2R;ZSTK-LeatherCardHolder-Black;6056-Siyah;Hafıza Kartlık;0,5;;1,02;9,27;1,12;10;0,10;15,0;0,15
B07VCS62X7;OT-GeLetCableStrap;6058-Tarçın;Deri Kulaklık Toplayıcı;0,5;;2,32;9,27;1,12;0;0,00;15,0;0,35
B0813QLDHV;MG-ZSTK-Strapcotton-S-KhakiGreen;6059-Haki;Strap Coton Small;0,5;;1,00;9,27;1,12;0;0,00;15,0;0,15
B01MYQ7Z4I;ZSTK-Strapcotton-S-Brown;6059-Kahverengi;Strap Coton Small;0,5;;1,00;9,27;1,12;0;0,00;15,0;0,15
B01N983JSK;ZSTK-Strapcotton-S-Black;6059-Siyah;Strap Coton Small;0,5;;1,00;9,27;1,12;0;0,00;15,0;0,15
B0813R9BYS;MG-ZSTK-Strapcotton-S-Mink;6059-Vizon;Strap Coton Small;0,5;;1,00;9,27;1,12;0;0,00;15,0;0,15
B0813R5PH1;MG-ZSTK-Strapcotton-M-KhakiGreen;6060-Haki;Strap Coton Medıum;0,5;;1,00;9,27;1,12;0;0,00;15,0;0,15
